"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","relative_fishing_mortality","scenario","model_token","model_key","region","source_file","change_token"
1974,0.845904835907548,1153.958,1364.17,39.287235,0.0392591120798165,0.15945,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1975,0.837304394211201,1145.85525,1368.505,152.218991,0.0418839184276472,0.19995,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1976,0.824549430221177,1147.7625,1391.9875,61.241673,0.0405547411018887,0.205825,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1977,0.813099556700653,1166.0925,1434.1325,135.4164629,0.0493278554900792,0.2281,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1978,0.808265318702996,1229.22,1520.8125,16.7123303,0.0395393085312855,0.182925,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1979,0.800851953139377,1251.165,1562.2925,62.4359043,0.0710294362064063,0.226625,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1980,0.789784911707439,1260.475,1595.9725,88.325377,0.051704483113998,0.22965,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1981,0.776664691777843,1183.0875,1523.2925,99.143316,0.0701643671320459,0.2203,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1982,0.766592203900586,1133.305,1478.3675,111.487029,0.0803834621798462,0.2654,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1983,0.756653247742357,1130.09,1493.5375,97.160473,0.0982265742959289,0.272675,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1984,0.744855650613605,1162.31,1560.45,76.923206,0.107330570998738,0.3003,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1985,0.723017185478441,1165.1675,1611.535,150.736819,0.103401515729773,0.310325,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1986,0.701034456058846,1131.7325,1614.375,60.978484,0.102125861070211,0.2768,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1987,0.688917923037705,1158.71,1681.9275,135.631724,0.123510634904041,0.351075,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1988,0.676355195975425,1192.5275,1763.1675,131.598491,0.100554224030637,0.309,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1989,0.662320567280341,1179.9125,1781.4825,104.030662,0.107820837572906,0.30955,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1990,0.653409553836702,1231.0285,1884.0075,120.337743,0.14996534934263,0.381575,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1991,0.645304363279767,1261.7975,1955.3525,76.147148,0.176929097288474,0.348375,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1992,0.628911079171399,1251.445,1989.86,152.303083,0.192766377005213,0.434875,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1993,0.604895831104275,1201.37,1986.0775,71.501178,0.145571256290817,0.3782,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1994,0.580809154553965,1167.8925,2010.8025,151.111308,0.153869155801529,0.435925,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1995,0.562835833845575,1151.42,2045.7475,77.42317,0.137185299388641,0.3893,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1996,0.552147458972969,1117.7825,2024.4275,151.810191,0.149478544139549,0.368375,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1997,0.559470829021668,1159.7075,2072.865,94.74776,0.173078974544071,0.470125,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1998,0.547324864621525,1158.045,2115.8275,114.009713,0.216184342161429,0.552675,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1999,0.530028520087703,1125.285,2123.065,108.911334,0.311640713772154,0.600775,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2000,0.50489124029282,1060.235,2099.9275,158.801455,0.244805974317176,0.574725,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2001,0.481005499196914,1006.979,2093.4875,93.34193,0.202283310188206,0.502025,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2002,0.46307570505513,997.259,2153.555,124.220889,0.22969047806214,0.626375,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2003,0.448174496054016,993.66,2217.1275,84.462227,0.273124880838489,0.580575,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2004,0.433840786268306,968.35975,2232.0625,159.396059,0.299226302711256,0.812325,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2005,0.414321179438075,910.81675,2198.335,98.385357,0.266843564667416,0.646625,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2006,0.40135767943793,887.3045,2210.7575,85.01573,0.300538250643723,0.700425,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2007,0.391035611998081,878.2435,2245.9425,114.456126,0.331638598734398,0.72885,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2008,0.37444265132537,831.8075,2221.455,103.224403,0.411753929183467,0.790925,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2009,0.356142079775651,767.05525,2153.79,111.460068,0.288235818219424,0.818725,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2010,0.334817857286299,708.58675,2116.335,85.205062,0.256295846365444,0.68405,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2011,0.326910600476964,692.59525,2118.6075,93.565985,0.321382937379163,0.85785,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2012,0.3197201316327,671.09975,2099.0225,149.709465,0.279038397321349,0.874975,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2013,0.313220688435192,641.85575,2049.2125,134.0046118,0.266766064782437,0.78325,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2014,0.319567200645107,663.797,2077.175,73.004757,0.304915129662151,0.8255,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2015,0.330101676825952,720.659,2183.1425,98.312166,0.346537036290849,0.736325,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2016,0.333387261647116,744.42125,2232.9025,126.671825,0.442696989472747,0.77475,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2017,0.330964403836472,724.73675,2189.7725,107.9846928,0.239853069516516,0.658375,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2018,0.325710772479862,703.269,2159.1825,89.008278,0.287969632994909,0.77295,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2019,0.322912284112184,697.66975,2160.555,90.855317,0.280036822411724,0.67725,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2020,0.329407321244028,710.805,2157.83,115.233277,0.457952982204645,0.73795,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2021,0.333774366273313,707.04175,2118.3225,85.159246,0.413291361426047,0.7283,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2022,0.331433035482143,685.174,2067.3075,87.539478,0.403449356817659,0.79085,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2023,0.319070467797345,647.3525,2028.87,114.5509771,0.480601241777011,0.8175,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
2024,0.303043700877157,608.13825,2006.7675,100.512835,0.376871157570371,0.867975,"12-CPUEErrorCalibration","12-CPUEErrorCalibration","12-CPUEErrorCalibration","All","data/stepwise/models/12-CPUEErrorCalibration/model_payload.rds",""
1952,0.996085769130622,2056.1825,2064.2625,123.657485,0.00803792031307933,0.062215,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1953,0.983365558690605,2076.31,2111.4325,37.2990872,0.00900079063188302,0.0594825,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1954,0.975075183587831,2091.2925,2144.75,164.4821903,0.00477815168982979,0.040675,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1955,0.96737417729384,2055.155,2124.4675,166.9263305,0.00675256569193317,0.0645725,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1956,0.958993104012052,2052.9525,2140.7375,80.299053,0.010103473632072,0.07025,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1957,0.951192016057092,2132.5725,2242,66.6732413,0.0144207286752002,0.0979125,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1958,0.935403331512221,2080.2575,2223.915,124.1977488,0.0175137825835433,0.143915,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1959,0.915195608399655,1908.915,2085.8,41.1248375,0.0142515623992854,0.13219,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1960,0.899171848278773,1736.3975,1931.1075,64.9450836,0.0167085848401323,0.1372075,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1961,0.889205390008054,1645.11,1850.09,79.0391051,0.013768152000397,0.139925,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1962,0.879857870935324,1532.1625,1741.375,79.5112755,0.0129894423350532,0.1333,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1963,0.872475568072405,1449.845,1661.76,65.6463738,0.0166343264683166,0.168375,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1964,0.864662860126147,1374.6475,1589.8075,82.4547247,0.0111015260272672,0.124825,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1965,0.867956753647356,1342.8875,1547.1825,64.6835581,0.0122762893067456,0.120025,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1966,0.869730015531542,1315.945,1513.05,109.375297,0.0118939708801502,0.1337,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1967,0.866352641367195,1261.26,1455.8275,68.9209795,0.0145341636356988,0.140225,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1968,0.865934393956085,1218.4,1407.035,41.608347,0.0131122638933136,0.11251,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1969,0.870141976569414,1246.1325,1432.1025,82.853072,0.0158362891766962,0.14535,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1970,0.867716720876251,1215.8425,1401.1975,73.1782954,0.0316314540676382,0.1389,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1971,0.864469791270366,1170.2025,1353.665,60.6488697,0.031119712068692,0.141775,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1972,0.85756824646915,1159.8975,1352.5425,46.460684,0.0453456909312188,0.1996,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1973,0.841916571120125,1099.6125,1306.0825,120.97321,0.0349910429767788,0.16425,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1974,0.832319636656404,1048.78475,1260.0745,31.46776,0.0424782251325206,0.1746,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1975,0.82328670223276,1041.6635,1265.25,143.089927,0.0445927868270286,0.2199,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1976,0.809288554826602,1041.435,1286.8525,56.1672725,0.0432393020277566,0.22415,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1977,0.798027531975189,1063.0425,1332.0875,130.0848653,0.0534909165865462,0.248125,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1978,0.793204798068613,1122.01,1414.5275,12.9337534,0.0422500032830651,0.1987,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1979,0.785408868129055,1142.98,1455.2675,50.947857,0.081328870721222,0.247875,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1980,0.773228502782844,1148.9325,1485.89,83.178993,0.0558344224416054,0.253,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1981,0.758196097315709,1070.6525,1412.105,95.294734,0.0747735521786128,0.24175,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1982,0.747021404405039,1022.84225,1369.2275,103.165345,0.0867631862748683,0.290075,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1983,0.737073150521577,1022.9525,1387.8575,92.960247,0.104351197692641,0.296675,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1984,0.725496760945224,1056.365,1456.0575,68.998348,0.116445490886811,0.32735,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1985,0.702448417243497,1057.94,1506.075,143.948152,0.110518256329551,0.3388,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1986,0.679456351453848,1025.7175,1509.615,51.047176,0.110875431726372,0.29985,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1987,0.667731063743685,1056.01,1581.49,129.379915,0.131950216449398,0.381925,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1988,0.654556928471164,1086.4925,1659.89,125.868669,0.108204471208069,0.3364,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1989,0.640008356462829,1072.238,1675.35,97.993263,0.114443086861493,0.334875,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1990,0.631252004253236,1122.0315,1777.47,113.563577,0.161361429874561,0.413,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1991,0.623126570069222,1151.5675,1848.0475,67.9291947,0.194112457930156,0.37765,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1992,0.605980734877622,1141.495,1883.715,147.660808,0.205387754115584,0.473025,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1993,0.580186040564515,1089.015,1877.01,59.26338,0.162321805273227,0.41185,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1994,0.555957062108373,1060.0475,1906.7075,153.570995,0.1642706954526,0.4773,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1995,0.536230050917351,1038.6575,1936.9625,68.2717338,0.145785513894545,0.4247,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1996,0.525104087257374,1007.3925,1918.4625,149.138386,0.162052830906812,0.40045,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1997,0.533743662633172,1051.455,1969.9625,54.114179,0.200613365827788,0.508975,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1998,0.521757360584927,1051.495,2015.295,140.333185,0.224447126762342,0.6051,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1999,0.503007407224208,1016.9175,2021.675,100.891093,0.331497924159538,0.6549,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2000,0.476237995573759,951.133,1997.18,152.483317,0.261059567957068,0.62945,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2001,0.452740664825775,903.40325,1995.41,86.201402,0.21495071653559,0.5467,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2002,0.435942959824193,897.63925,2059.075,119.38633,0.245040575876794,0.683975,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2003,0.420793436068423,893.52225,2123.4225,85.907455,0.291341182330165,0.63455,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2004,0.406543226331444,869.30325,2138.28,152.192854,0.32182722133781,0.88845,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2005,0.386164029916765,814.10425,2108.1825,90.126597,0.283360635340062,0.707275,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2006,0.372801342806428,791.7965,2123.91,80.567204,0.323982865709872,0.7671,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2007,0.362537744086133,783.7205,2161.7625,111.074513,0.360491730955925,0.800975,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2008,0.346188069937668,740.76025,2139.7625,100.803595,0.447263610446897,0.8721,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2009,0.326929896196939,678.56425,2075.565,104.047609,0.307825426912312,0.905325,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2010,0.305102843311485,623.6325,2044.0075,82.378747,0.273633396632936,0.7559,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2011,0.297711379452043,610.3835,2050.2525,90.640911,0.342862162680417,0.946525,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2012,0.290630345887779,590.797,2032.8125,142.948897,0.297577878065624,0.963175,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2013,0.284658402823976,565.8945,1987.9775,129.4002913,0.279714440267826,0.85575,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2014,0.29184540426196,589.106,2018.555,71.058489,0.314934764625994,0.892775,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2015,0.304112822682036,647.05325,2127.675,96.077554,0.364845155604685,0.79135,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2016,0.309503229108111,675.8475,2183.6525,119.459014,0.484313546533124,0.8284,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2017,0.308670207935018,662.735,2147.065,106.9103676,0.247974815592735,0.701425,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2018,0.304567327249852,645.7505,2120.2225,86.8268471,0.300664246844757,0.821,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2019,0.302849323188711,643.73425,2125.5925,86.810658,0.29448184869562,0.72235,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2020,0.309258163176276,655.734,2120.345,106.915923,0.486407740107165,0.78505,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2021,0.313997953817837,652.95325,2079.4825,82.8585841,0.436900274580112,0.779725,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2022,0.31115625119552,630.338,2025.7925,85.112663,0.425375197755133,0.852425,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2023,0.297555188724488,589.436,1980.93,112.394291,0.50579186705843,0.886625,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
2024,0.280418755378726,549.0445,1957.945,94.347631,0.407176257528444,0.945125,"13-NewAgeData","13-NewAgeData","13-NewAgeData","All","data/stepwise/models/13-NewAgeData/model_payload.rds",""
1952,0.996584055234198,2340.5225,2348.545,123.618431,0.00762619772431876,0.055265,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
1953,0.985363104397007,2364.6325,2399.7575,37.680327,0.00848454627223317,0.0527625,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
1954,0.977925368629198,2381.2825,2435.035,156.061432,0.00469735218741451,0.0362375,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
1955,0.970989858784907,2332.155,2401.8325,178.649806,0.00634999767216209,0.05767,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
1956,0.96349466563927,2328.875,2417.1125,83.231736,0.00949181276648579,0.0622875,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
1957,0.956758405017797,2423.835,2533.3825,62.1991307,0.0141584602161058,0.08629,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
1958,0.942792802201792,2369.6225,2513.4075,74.142951,0.0191352343949532,0.127285,"14a-REG075","14a-REG075","14a-REG075","All","data/stepwise/models/14a-REG075/model_payload.rds",""
